Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv18Zebra_DIA75msW83_TT0000230_B-A1_1_14631
Q8IZP0;Q8IZP0-10;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9;Q9NYB9;Q9NYB9-2;Q9NYB9-4	Q8IZP0;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9;Q8IZP0-10;Q8IZP0-11;Q8IZP0-12;Q9NYB9;Q9NYB9-2;Q9NYB9-3;Q9NYB9-4	ABI1_HUMAN;ABI2_HUMAN	ABI1;ABI2	Abl interactor 1	206742
Q8IZQ1;Q8IZQ1-2	Q8IZQ1;Q8IZQ1-2	WDFY3_HUMAN	WDFY3	WD repeat and FYVE domain-containing protein 3	136115
Q8IZQ5	Q8IZQ5	SELH_HUMAN	SELENOH	Selenoprotein H	335583
Q8IZT6	Q8IZT6	ASPM_HUMAN	ASPM	Abnormal spindle-like microcephaly-associated protein	2.41188e+06
Q8IZU2;Q8IZU2-2	Q8IZU2;Q8IZU2-2	WDR17_HUMAN	WDR17	WD repeat-containing protein 17	95767
Q8IZV5	Q8IZV5	RDH10_HUMAN	RDH10	Retinol dehydrogenase 10	27574
Q8IZW8	Q8IZW8	TENS4_HUMAN	TNS4	Tensin-4	199167
Q8N0S6;Q8N0S6-2	Q8N0S6;Q8N0S6-2;Q8N0S6-3	CENPL_HUMAN	CENPL	Centromere protein L	45941
Q8N0T1;Q8N0T1-2	Q8N0T1;Q8N0T1-2	RBIS_HUMAN	RBIS	Ribosomal biogenesis factor	16021
Q8N0U4	Q8N0U4;Q8N0U4-3	F185A_HUMAN	FAM185A	Protein FAM185A	35242
Q8N0U8	Q8N0U8	VKORL_HUMAN	VKORC1L1	Vitamin K epoxide reductase complex subunit 1-like protein 1	227727
Q8N0W3;Q8N0W3-2	Q8N0W3;Q8N0W3-2	FCSK_HUMAN	FCSK	L-fucose kinase	122459
Q8N0X4	Q8N0X4;Q8N0X4-2	CLYBL_HUMAN	CLYBL	Citramalyl-CoA lyase, mitochondrial	195635
Q8N0X7	Q8N0X7	SPART_HUMAN	SPART	Spartin	591487
Q8N0Z3	Q8N0Z3	SPICE_HUMAN	SPICE1	Spindle and centriole-associated protein 1	137692
Q8N0Z6	Q8N0Z6	TTC5_HUMAN	TTC5	Tetratricopeptide repeat protein 5	300563
Q8N108;Q8N108-12;Q8N108-13;Q8N108-17	Q8N108;Q8N108-12;Q8N108-13;Q8N108-14;Q8N108-15;Q8N108-16;Q8N108-17;Q8N108-18;Q8N108-19	MIER1_HUMAN	MIER1	Mesoderm induction early response protein 1	244780
Q8N122	Q8N122;Q8N122-3	RPTOR_HUMAN	RPTOR	Regulatory-associated protein of mTOR	719869
Q8N128;Q8N128-2	Q8N128;Q8N128-2	F177A_HUMAN	FAM177A1	Protein FAM177A1	23571
Q8N129	Q8N129	CNPY4_HUMAN	CNPY4	Protein canopy homolog 4	173785
Q8N131;Q8N131-2	Q8N131;Q8N131-2	PORIM_HUMAN	TMEM123	Porimin	53498
Q8N137;Q8N137-2;Q8N137-3;Q8N137-4;Q8N137-5	Q8N137;Q8N137-2;Q8N137-3;Q8N137-4;Q8N137-5	CNTRB_HUMAN	CNTROB	Centrobin	568456
Q8N141	Q8N141	ZFP82_HUMAN	ZFP82	Zinc finger protein 82 homolog	1.02414e+06
Q8N142	Q8N142;Q8N142-2	PURA1_HUMAN	ADSS1	Adenylosuccinate synthetase isozyme 1	131040
Q8N157;Q8N157-2;Q8N157-3	Q8N157;Q8N157-2;Q8N157-3	AHI1_HUMAN	AHI1	Jouberin	225548
Q8N163;Q8N163-2	Q8N163;Q8N163-2	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	4.60419e+06
Q8N183	Q8N183	NDUF2_HUMAN	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	1.64113e+06
Q8N1B4;Q8N1B4-2	Q8N1B4;Q8N1B4-2	VPS52_HUMAN	VPS52	Vacuolar protein sorting-associated protein 52 homolog	432016
Q8N1F7	Q8N1F7;Q8N1F7-2	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	5.73179e+06
Q8N1F8	Q8N1F8	S11IP_HUMAN	STK11IP	Serine/threonine-protein kinase 11-interacting protein	72596
Q8N1G0	Q8N1G0;Q8N1G0-2	ZN687_HUMAN	ZNF687	Zinc finger protein 687	140155
Q8N1G2	Q8N1G2	CMTR1_HUMAN	CMTR1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	1.02672e+06
Q8N1G4	Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	2.47845e+06
Q8N1I0;Q8N1I0-2;Q8N1I0-3	Q8N1I0;Q8N1I0-2;Q8N1I0-3	DOCK4_HUMAN	DOCK4	Dedicator of cytokinesis protein 4	170288
Q8N1S5;Q8N1S5-2	Q8N1S5;Q8N1S5-2	S39AB_HUMAN	SLC39A11	Zinc transporter ZIP11	45400
Q8N1W2	Q8N1W2	ZN710_HUMAN	ZNF710	Zinc finger protein 710	18078
Q8N201	Q8N201	INT1_HUMAN	INTS1	Integrator complex subunit 1	1.75848e+06
Q8N2F6;Q8N2F6-3	Q8N2F6;Q8N2F6-2;Q8N2F6-3;Q8N2F6-4;Q8N2F6-5;Q8N2F6-6	ARM10_HUMAN	ARMC10	Armadillo repeat-containing protein 10	360228
Q8N2G8;Q8N2G8-3	Q8N2G8;Q8N2G8-2;Q8N2G8-3	GHDC_HUMAN	GHDC	GH3 domain-containing protein	491956
Q8N2K0;Q8N2K0-2	Q8N2K0;Q8N2K0-2;Q8N2K0-3	ABD12_HUMAN	ABHD12	Lysophosphatidylserine lipase ABHD12	463880
Q8N2M8	Q8N2M8;Q8N2M8-3;Q8N2M8-4	CLASR_HUMAN	CLASRP	CLK4-associating serine/arginine rich protein	160956
Q8N2U0	Q8N2U0	TM256_HUMAN	TMEM256	Transmembrane protein 256	11204
Q8N2W9	Q8N2W9	PIAS4_HUMAN	PIAS4	E3 SUMO-protein ligase PIAS4	14161
Q8N302	Q8N302	AGGF1_HUMAN	AGGF1	Angiogenic factor with G patch and FHA domains 1	44334
Q8N335	Q8N335	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein	1.11877e+06
Q8N344	Q8N344	MIER2_HUMAN	MIER2	Mesoderm induction early response protein 2	40421
Q8N357	Q8N357	S35F6_HUMAN	SLC35F6	Solute carrier family 35 member F6	327087
Q8N371;Q8N371-3	Q8N371;Q8N371-2;Q8N371-3	KDM8_HUMAN	KDM8	Bifunctional peptidase and arginyl-hydroxylase JMJD5	169584
Q8N392	Q8N392	RHG18_HUMAN	ARHGAP18	Rho GTPase-activating protein 18	968413
Q8N3C0	Q8N3C0	ASCC3_HUMAN	ASCC3	Activating signal cointegrator 1 complex subunit 3	2.45921e+06
Q8N3C7;Q8N3C7-2;Q8N3C7-3;Q8N3C7-4	Q8N3C7;Q8N3C7-2;Q8N3C7-3;Q8N3C7-4	CLIP4_HUMAN	CLIP4	CAP-Gly domain-containing linker protein 4	48644
Q8N3D4	Q8N3D4	EH1L1_HUMAN	EHBP1L1	EH domain-binding protein 1-like protein 1	838333
Q8N3E9	Q8N3E9	PLCD3_HUMAN	PLCD3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3	582386
Q8N3F8	Q8N3F8	MILK1_HUMAN	MICALL1	MICAL-like protein 1	306460
Q8N3L3	Q8N3L3	TXLNB_HUMAN	TXLNB	Beta-taxilin	52175
Q8N3P4;Q8N3P4-2;Q8N3P4-3	Q8N3P4;Q8N3P4-2;Q8N3P4-3	VPS8_HUMAN	VPS8	Vacuolar protein sorting-associated protein 8 homolog	53876
Q8N3R9;Q8N3R9-2	Q8N3R9;Q8N3R9-2	MPP5_HUMAN	MPP5	MAGUK p55 subfamily member 5	196692
Q8N3U4;Q8N3U4-2	Q8N3U4;Q8N3U4-2	STAG2_HUMAN	STAG2	Cohesin subunit SA-2	1.509e+06
Q8N3U4;Q8N3U4-2;Q8WVM7;Q8WVM7-2	Q8WVM7;Q8WVM7-2;Q8N3U4;Q8N3U4-2	STAG1_HUMAN;STAG2_HUMAN	STAG1;STAG2	Cohesin subunit SA-2	658870
Q8N3V7	Q8N3V7;Q8N3V7-2;Q8N3V7-3	SYNPO_HUMAN	SYNPO	Synaptopodin	777753
Q8N3X1;Q8N3X1-2	Q8N3X1;Q8N3X1-2	FNBP4_HUMAN	FNBP4	Formin-binding protein 4	1.04791e+06
Q8N3Y1;Q8N3Y1-2	Q8N3Y1;Q8N3Y1-2	FBXW8_HUMAN	FBXW8	F-box/WD repeat-containing protein 8	100110
Q8N442	Q8N442	GUF1_HUMAN	GUF1	Translation factor GUF1, mitochondrial	54427
Q8N443;Q8N443-2;Q8N443-3	Q8N443;Q8N443-2;Q8N443-3	RIBC1_HUMAN	RIBC1	RIB43A-like with coiled-coils protein 1	59913
Q8N488	Q8N488	RYBP_HUMAN	RYBP	RING1 and YY1-binding protein	52076
Q8N490	Q8N490;Q8N490-3;Q8N490-4	PNKD_HUMAN	PNKD	Probable hydrolase PNKD	90916
Q8N4A0	Q8N4A0	GALT4_HUMAN	GALNT4	Polypeptide N-acetylgalactosaminyltransferase 4	326499
Q8N4C6;Q8N4C6-11;Q8N4C6-5;Q8N4C6-7;Q8N4C6-9	Q8N4C6;Q8N4C6-2;Q8N4C6-10;Q8N4C6-4;Q8N4C6-5;Q8N4C6-6;Q8N4C6-7;Q8N4C6-9;Q8N4C6-11	NIN_HUMAN	NIN	Ninein	736549
Q8N4C6;Q8N4C6-11;Q8N4C6-5;Q8N4C6-7;Q8N4C6-9;Q9P2E9	Q9P2E9;Q9P2E9-3;Q8N4C6;Q8N4C6-2;Q8N4C6-10;Q8N4C6-4;Q8N4C6-5;Q8N4C6-6;Q8N4C6-7;Q8N4C6-9;Q8N4C6-11	NIN_HUMAN;RRBP1_HUMAN	NIN;RRBP1	Ninein	74012
Q8N4C8;Q8N4C8-2;Q8N4C8-3;Q8N4C8-4;Q8N4C8-5	Q8N4C8;Q8N4C8-2;Q8N4C8-3;Q8N4C8-4;Q8N4C8-5	MINK1_HUMAN	MINK1	Misshapen-like kinase 1	175000
Q8N4H5;Q8N4H5-2;Q8N4H5-3	Q8N4H5;Q8N4H5-2;Q8N4H5-3	TOM5_HUMAN	TOMM5	Mitochondrial import receptor subunit TOM5 homolog	211980
Q8N4J0	Q8N4J0	CARME_HUMAN	CARNMT1	Carnosine N-methyltransferase	123551
Q8N4L2	Q8N4L2	PP4P2_HUMAN	PIP4P2	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	89049
Q8N4P3;Q8N4P3-2	Q8N4P3;Q8N4P3-2	MESH1_HUMAN	HDDC3	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	84775
Q8N4Q0	Q8N4Q0;Q8N4Q0-2	PTGR3_HUMAN	ZADH2	Prostaglandin reductase 3	733994
Q8N4Q1;Q8N4Q1-2	Q8N4Q1;Q8N4Q1-2	MIA40_HUMAN	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40	292780
Q8N4S0;Q8N4S0-2	Q8N4S0;Q8N4S0-2	CCD82_HUMAN	CCDC82	Coiled-coil domain-containing protein 82	103831
Q8N4S9;Q8N4S9-3	Q8N4S9;Q8N4S9-2;Q8N4S9-3	MALD2_HUMAN	MARVELD2	MARVEL domain-containing protein 2	34219
Q8N4T4;Q8N4T4-2;Q8N4T4-3;Q8N4T4-4	Q8N4T4;Q8N4T4-2;Q8N4T4-3;Q8N4T4-4	ARG39_HUMAN	ARHGEF39	Rho guanine nucleotide exchange factor 39	122295
Q8N4T8	Q8N4T8	CBR4_HUMAN	CBR4	Carbonyl reductase family member 4	317106
Q8N4V1;Q8N4V1-2	Q8N4V1;Q8N4V1-2	MMGT1_HUMAN	MMGT1	Membrane magnesium transporter 1	19638
Q8N531;Q8N531-2	Q8N531;Q8N531-2	FBXL6_HUMAN	FBXL6	F-box/LRR-repeat protein 6	139039
Q8N543	Q8N543;Q8N543-2	OGFD1_HUMAN	OGFOD1	Prolyl 3-hydroxylase OGFOD1	612371
Q8N556;Q8N556-2	Q8N556;Q8N556-2	AFAP1_HUMAN	AFAP1	Actin filament-associated protein 1	174717
Q8N567	Q8N567	ZCHC9_HUMAN	ZCCHC9	Zinc finger CCHC domain-containing protein 9	42801
Q8N573;Q8N573-2;Q8N573-5;Q8N573-8	Q8N573;Q8N573-2;Q8N573-3;Q8N573-5;Q8N573-8	OXR1_HUMAN	OXR1	Oxidation resistance protein 1	196436
Q8N573;Q8N573-2;Q8N573-5;Q8N573-8;Q8NI08;Q8NI08-2	Q8N573;Q8N573-2;Q8N573-5;Q8N573-6;Q8N573-8;Q8NI08;Q8NI08-2;Q8NI08-7	NCOA7_HUMAN;OXR1_HUMAN	NCOA7;OXR1	Oxidation resistance protein 1	106545
Q8N584;Q8N584-2	Q8N584;Q8N584-2	TT39C_HUMAN	TTC39C	Tetratricopeptide repeat protein 39C	181724
Q8N5A5;Q8N5A5-2;Q8N5A5-3	Q8N5A5;Q8N5A5-2;Q8N5A5-3;Q8N5A5-4	ZGPAT_HUMAN	ZGPAT	Zinc finger CCCH-type with G patch domain-containing protein	80035
Q8N5C6	Q8N5C6;Q8N5C6-2	SRBD1_HUMAN	SRBD1	S1 RNA-binding domain-containing protein 1	357681
Q8N5C7	Q8N5C7;Q8N5C7-2	DTWD1_HUMAN	DTWD1	DTW domain-containing protein 1	94131
Q8N5C8;Q8N5C8-2	Q8N5C8;Q8N5C8-2	TAB3_HUMAN	TAB3	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3	122321
Q8N5D0;Q8N5D0-4	Q8N5D0;Q8N5D0-4	WDTC1_HUMAN	WDTC1	WD and tetratricopeptide repeats protein 1	159286
Q8N5F7	Q8N5F7	NKAP_HUMAN	NKAP	NF-kappa-B-activating protein	185208
Q8N5G0;Q8N5G0-2	Q8N5G0;Q8N5G0-2	SIM20_HUMAN	SMIM20	Small integral membrane protein 20	111117
Q8N5G2	Q8N5G2	MACOI_HUMAN	MACO1	Macoilin	56307
Q8N5I2	Q8N5I2	ARRD1_HUMAN	ARRDC1	Arrestin domain-containing protein 1	105525
Q8N5I4	Q8N5I4	DHRSX_HUMAN	DHRSX	Dehydrogenase/reductase SDR family member on chromosome X	57929
Q8N5I9	Q8N5I9	CL045_HUMAN	C12orf45	Uncharacterized protein C12orf45	54411
Q8N5K1	Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2	718315
Q8N5L8	Q8N5L8	RP25L_HUMAN	RPP25L	Ribonuclease P protein subunit p25-like protein	78901
Q8N5M1	Q8N5M1	ATPF2_HUMAN	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	350274
Q8N5M4	Q8N5M4	TTC9C_HUMAN	TTC9C	Tetratricopeptide repeat protein 9C	397154
Q8N5M9	Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1	320626
Q8N5N7	Q8N5N7;Q8N5N7-2	RM50_HUMAN	MRPL50	39S ribosomal protein L50, mitochondrial	908106
Q8N5P1	Q8N5P1	ZC3H8_HUMAN	ZC3H8	Zinc finger CCCH domain-containing protein 8	34811
Q8N5S9;Q8N5S9-2	Q8N5S9;Q8N5S9-2	KKCC1_HUMAN	CAMKK1	Calcium/calmodulin-dependent protein kinase kinase 1	37596
Q8N5Y8;Q8N5Y8-3	Q8N5Y8;Q8N5Y8-2;Q8N5Y8-3	PAR16_HUMAN	PARP16	Protein mono-ADP-ribosyltransferase PARP16	102205
Q8N612;Q8N612-2	Q8N612;Q8N612-2	F16A2_HUMAN	FAM160A2	FTS and Hook-interacting protein	57878
Q8N668	Q8N668	COMD1_HUMAN	COMMD1	COMM domain-containing protein 1	68324
Q8N680	Q8N680	ZBTB2_HUMAN	ZBTB2	Zinc finger and BTB domain-containing protein 2	37469
Q8N684;Q8N684-2;Q8N684-3	Q8N684;Q8N684-2;Q8N684-3	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	2.4596e+06
Q8N697	Q8N697	S15A4_HUMAN	SLC15A4	Solute carrier family 15 member 4	47251
Q8N6G5	Q8N6G5;Q8N6G5-2	CGAT2_HUMAN	CSGALNACT2	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	27842
Q8N6H7	Q8N6H7;Q8N6H7-2;Q8N6H7-3	ARFG2_HUMAN	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	2.56991e+06
Q8N6L1;Q8N6L1-2	Q8N6L1;Q8N6L1-2	KTAP2_HUMAN	KRTCAP2	Keratinocyte-associated protein 2	266260
Q8N6M0	Q8N6M0;Q8N6M0-2	OTU6B_HUMAN	OTUD6B	Deubiquitinase OTUD6B	490048
Q8N6M3	Q8N6M3	FITM2_HUMAN	FITM2	Fat storage-inducing transmembrane protein 2	110785
Q8N6N3;Q8N6N3-2	Q8N6N3;Q8N6N3-2	CA052_HUMAN	C1orf52	UPF0690 protein C1orf52	300991
Q8N6R0	Q8N6R0;Q8N6R0-4;Q8N6R0-3	EFNMT_HUMAN	EEF1AKNMT	eEF1A lysine and N-terminal methyltransferase	406345
Q8N6S5	Q8N6S5	AR6P6_HUMAN	ARL6IP6	ADP-ribosylation factor-like protein 6-interacting protein 6	32632
Q8N6T3	Q8N6T3;Q8N6T3-2;Q8N6T3-3;Q8N6T3-4;Q8N6T3-5	ARFG1_HUMAN	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1	1.22325e+06
Q8N6T7	Q8N6T7;Q8N6T7-2	SIR6_HUMAN	SIRT6	NAD-dependent protein deacetylase sirtuin-6	141704
Q8N766;Q8N766-2;Q8N766-3	Q8N766;Q8N766-2;Q8N766-3;Q8N766-4	EMC1_HUMAN	EMC1	ER membrane protein complex subunit 1	2.12893e+06
Q8N7H5;Q8N7H5-3	Q8N7H5;Q8N7H5-2;Q8N7H5-3	PAF1_HUMAN	PAF1	RNA polymerase II-associated factor 1 homolog	1.17479e+06
Q8N7R7;Q8N7R7-3	Q8N7R7;Q8N7R7-3	CCYL1_HUMAN	CCNYL1	Cyclin-Y-like protein 1	77645
Q8N806	Q8N806	UBR7_HUMAN	UBR7	Putative E3 ubiquitin-protein ligase UBR7	725431
Q8N884	Q8N884;Q8N884-2	CGAS_HUMAN	CGAS	Cyclic GMP-AMP synthase	257500
Q8N895	Q8N895	ZN366_HUMAN	ZNF366	Zinc finger protein 366	19932
Q8N8A2;Q8N8A2-2;Q8N8A2-4	Q8N8A2;Q8N8A2-2;Q8N8A2-4	ANR44_HUMAN	ANKRD44	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	68829
Q8N8A6	Q8N8A6	DDX51_HUMAN	DDX51	ATP-dependent RNA helicase DDX51	388606
Q8N8E3	Q8N8E3	CE112_HUMAN	CEP112	Centrosomal protein of 112 kDa	1.54792e+06
Q8N8I0	Q8N8I0	SAM12_HUMAN	SAMD12	Sterile alpha motif domain-containing protein 12	40688
Q8N8J7	Q8N8J7	F241A_HUMAN	FAM241A	Uncharacterized protein FAM241A	13900
Q8N8N7	Q8N8N7	PTGR2_HUMAN	PTGR2	Prostaglandin reductase 2	294328
Q8N8Q9;Q8N8Q9-2	Q8N8Q9;Q8N8Q9-2	NIPA2_HUMAN	NIPA2	Magnesium transporter NIPA2	18303
Q8N8R5	Q8N8R5	CB069_HUMAN	C2orf69	UPF0565 protein C2orf69	117898
Q8N8S7;Q8N8S7-2;Q8N8S7-3	Q8N8S7;Q8N8S7-2;Q8N8S7-3	ENAH_HUMAN	ENAH	Protein enabled homolog	1.00604e+06
Q8N8Y2	Q8N8Y2	VA0D2_HUMAN	ATP6V0D2	V-type proton ATPase subunit d 2	29467
Q8N910	Q8N910	CO056_HUMAN	C15orf56	Putative uncharacterized protein C15orf56	158977
Q8N954	Q8N954;Q8N954-2	GPT11_HUMAN	GPATCH11	G patch domain-containing protein 11	98148
Q8N960;Q8N960-2	Q8N960;Q8N960-2	CE120_HUMAN	CEP120	Centrosomal protein of 120 kDa	112018
Q8N983;Q8N983-2	Q8N983;Q8N983-2;Q8N983-3;Q8N983-4;Q8N983-6;Q8N983-7	RM43_HUMAN	MRPL43	39S ribosomal protein L43, mitochondrial	531201
Q8N999	Q8N999;Q8N999-3	CL029_HUMAN	C12orf29	Uncharacterized protein C12orf29	639110
Q8N9A8;Q8N9A8-2	Q8N9A8;Q8N9A8-2	NEPR1_HUMAN	CNEP1R1	Nuclear envelope phosphatase-regulatory subunit 1	13202
Q8N9B5;Q8N9B5-2	Q8N9B5;Q8N9B5-2	JMY_HUMAN	JMY	Junction-mediating and -regulatory protein	132679
Q8N9E0	Q8N9E0	F133A_HUMAN	FAM133A	Protein FAM133A	144252
Q8N9F7;Q8N9F7-2	Q8N9F7;Q8N9F7-2;Q8N9F7-3	GDPD1_HUMAN	GDPD1	Lysophospholipase D GDPD1	186669
Q8N9M1;Q8N9M1-2	Q8N9M1;Q8N9M1-2;Q8N9M1-3	CS047_HUMAN	C19orf47	Uncharacterized protein C19orf47	225126
Q8N9M5	Q8N9M5	TM102_HUMAN	TMEM102	Transmembrane protein 102	13894
Q8N9N2;Q8N9N2-2	Q8N9N2;Q8N9N2-2	ASCC1_HUMAN	ASCC1	Activating signal cointegrator 1 complex subunit 1	431435
Q8N9N5;Q8N9N5-4;Q8N9N5-5	Q8N9N5;Q8N9N5-2;Q8N9N5-3;Q8N9N5-4;Q8N9N5-5;Q8N9N5-6;Q8N9N5-7	BANP_HUMAN	BANP	Protein BANP	358047
Q8N9N7	Q8N9N7	LRC57_HUMAN	LRRC57	Leucine-rich repeat-containing protein 57	298689
Q8N9N8	Q8N9N8	EIF1A_HUMAN	EIF1AD	Probable RNA-binding protein EIF1AD	218004
Q8N9Q2	Q8N9Q2	SR1IP_HUMAN	SREK1IP1	Protein SREK1IP1	11586
Q8N9R8;Q8N9R8-2	Q8N9R8;Q8N9R8-2	SCAI_HUMAN	SCAI	Protein SCAI	130846
Q8N9T8	Q8N9T8	KRI1_HUMAN	KRI1	Protein KRI1 homolog	794729
Q8N9V2	Q8N9V2	TRIML_HUMAN	TRIML1	Probable E3 ubiquitin-protein ligase TRIML1	93355
Q8NA58;Q8NA58-2	Q8NA58;Q8NA58-2	PNDC1_HUMAN	PNLDC1	Poly(A)-specific ribonuclease PNLDC1	810722
Q8NAF0	Q8NAF0	ZN579_HUMAN	ZNF579	Zinc finger protein 579	70982
Q8NAV1	Q8NAV1	PR38A_HUMAN	PRPF38A	Pre-mRNA-splicing factor 38A	311252
Q8NB14;Q8NB14-2	Q8NB14;Q8NB14-2	UBP38_HUMAN	USP38	Ubiquitin carboxyl-terminal hydrolase 38	8726
Q8NB15;Q8NB15-1	Q8NB15;Q8NB15-1	ZN511_HUMAN	ZNF511	Zinc finger protein 511	22086
Q8NB16	Q8NB16	MLKL_HUMAN	MLKL	Mixed lineage kinase domain-like protein	816264
Q8NB37	Q8NB37;Q8NB37-2	GALD1_HUMAN	GATD1	Glutamine amidotransferase-like class 1 domain-containing protein 1	169952
Q8NB46	Q8NB46	ANR52_HUMAN	ANKRD52	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	123991
Q8NB49;Q8NB49-2;Q8NB49-3;Q8NB49-4	Q8NB49;Q8NB49-2;Q8NB49-3;Q8NB49-4	AT11C_HUMAN	ATP11C	Phospholipid-transporting ATPase IG	1.72106e+06
Q8NB50;Q8NB50-2;Q8NB50-3	Q8NB50;Q8NB50-2;Q8NB50-3	ZFP62_HUMAN	ZFP62	Zinc finger protein 62 homolog	121029
Q8NB66	Q8NB66	UN13C_HUMAN	UNC13C	Protein unc-13 homolog C	298798
Q8NB78;Q8NB78-2	Q8NB78;Q8NB78-2	KDM1B_HUMAN	KDM1B	Lysine-specific histone demethylase 1B	48965
Q8NB90;Q8NB90-2	Q8NB90;Q8NB90-2;Q8NB90-3	AFG2H_HUMAN	SPATA5	ATPase family protein 2 homolog	984985
Q8NB91	Q8NB91	FANCB_HUMAN	FANCB	Fanconi anemia group B protein	290468
Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2	1.25062e+06
Q8NBF6	Q8NBF6;Q8NBF6-2	AVL9_HUMAN	AVL9	Late secretory pathway protein AVL9 homolog	359307
Q8NBI6	Q8NBI6	XXLT1_HUMAN	XXYLT1	Xyloside xylosyltransferase 1	362397
Q8NBJ4;Q8NBJ4-2	Q8NBJ4;Q8NBJ4-2	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	344012
Q8NBJ5	Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1	6.3309e+06
Q8NBJ7	Q8NBJ7;Q8NBJ7-2;Q8NBJ7-3	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	1.05861e+06
Q8NBK3;Q8NBK3-5	Q8NBK3;Q8NBK3-2;Q8NBK3-3;Q8NBK3-5	SUMF1_HUMAN	SUMF1	Formylglycine-generating enzyme	480373
Q8NBL1	Q8NBL1	PGLT1_HUMAN	POGLUT1	Protein O-glucosyltransferase 1	619232
Q8NBM4	Q8NBM4;Q8NBM4-2;Q8NBM4-3;Q8NBM4-4	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2	171577
Q8NBN3	Q8NBN3;Q8NBN3-3	TM87A_HUMAN	TMEM87A	Transmembrane protein 87A	935935
Q8NBN7	Q8NBN7	RDH13_HUMAN	RDH13	Retinol dehydrogenase 13	608236
Q8NBP0	Q8NBP0	TTC13_HUMAN	TTC13	Tetratricopeptide repeat protein 13	342329
Q8NBQ5	Q8NBQ5	DHB11_HUMAN	HSD17B11	Estradiol 17-beta-dehydrogenase 11	990026
Q8NBS9	Q8NBS9;Q8NBS9-2	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	4.05466e+06
Q8NBT2;Q8NBT2-2	Q8NBT2;Q8NBT2-2	SPC24_HUMAN	SPC24	Kinetochore protein Spc24	58465
Q8NBT3	Q8NBT3	TM145_HUMAN	TMEM145	Transmembrane protein 145	98437
Q8NBU5	Q8NBU5;Q8NBU5-2	ATAD1_HUMAN	ATAD1	ATPase family AAA domain-containing protein 1	1.57153e+06
Q8NBX0	Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	96851
Q8NBZ0	Q8NBZ0	IN80E_HUMAN	INO80E	INO80 complex subunit E	58203
Q8NBZ7;Q8NBZ7-2	Q8NBZ7;Q8NBZ7-2;Q8NBZ7-3	UXS1_HUMAN	UXS1	UDP-glucuronic acid decarboxylase 1	175552
Q8NC42	Q8NC42	RN149_HUMAN	RNF149	E3 ubiquitin-protein ligase RNF149	34534
Q8NC44	Q8NC44	RETR2_HUMAN	RETREG2	Reticulophagy regulator 2	16662
Q8NC51;Q8NC51-3	Q8NC51;Q8NC51-2;Q8NC51-3;Q8NC51-4	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	1.01269e+07
Q8NC54	Q8NC54	KCT2_HUMAN	KCT2	Keratinocyte-associated transmembrane protein 2	83247
Q8NC56	Q8NC56;Q8NC56-2	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	980586
Q8NC60	Q8NC60	NOA1_HUMAN	NOA1	Nitric oxide-associated protein 1	246377
